,question_id,sql_gold,sql_pred,execution_accuracy,used_metadata
1103,1116,SELECT player_name FROM Player ORDER BY height DESC LIMIT 5,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1104,1117,SELECT player_api_id FROM Player ORDER BY weight DESC LIMIT 10,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1105,1118,SELECT player_name FROM Player WHERE CAST((JULIANDAY('now') - JULIANDAY(birthday)) AS REAL) / 365 >= 35,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1106,1119,SELECT SUM(t2.home_team_goal) FROM Player AS t1 INNER JOIN match AS t2 ON t1.player_api_id = t2.away_player_9 WHERE t1.player_name = 'Aaron Lennon',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1107,1120,"SELECT SUM(t2.away_team_goal) FROM Player AS t1 INNER JOIN match AS t2 ON t1.player_api_id = t2.away_player_5 WHERE t1.player_name IN ('Daan Smith', 'Filipe Ferreira')","REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1108,1121,"SELECT SUM(t2.home_team_goal) FROM Player AS t1 INNER JOIN match AS t2 ON t1.player_api_id = t2.away_player_1 WHERE datetime(CURRENT_TIMESTAMP, 'localtime') - datetime(T1.birthday) < 31","REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1109,1122,SELECT DISTINCT t1.player_name FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id ORDER BY t2.overall_rating DESC LIMIT 10,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1110,1123,SELECT DISTINCT t1.player_name FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id ORDER BY t2.potential DESC LIMIT 1,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1111,1124,SELECT DISTINCT t1.player_name FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t2.attacking_work_rate = 'high',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1112,1125,SELECT DISTINCT t1.player_name FROM Player AS t1 INNER JOIN Player_Attributes AS t2 ON t1.player_api_id = t2.player_api_id WHERE t2.finishing = 1 ORDER BY t1.birthday ASC LIMIT 1,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1113,1126,SELECT t3.player_name FROM Country AS t1 INNER JOIN Match AS t2 ON t1.id = t2.country_id INNER JOIN Player AS t3 ON t2.home_player_1 = t3.player_api_id WHERE t1.name = 'Belgium',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1114,1127,SELECT DISTINCT t4.name FROM Player_Attributes AS t1 INNER JOIN Player AS t2 ON t1.player_api_id = t2.player_api_id INNER JOIN Match AS t3 ON t2.player_api_id = t3.home_player_8 INNER JOIN Country AS t4 ON t3.country_id = t4.id WHERE t1.vision > 89,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1115,1128,SELECT t1.name FROM Country AS t1 INNER JOIN Match AS t2 ON t1.id = t2.country_id INNER JOIN Player AS t3 ON t2.home_player_1 = t3.player_api_id GROUP BY t1.name ORDER BY AVG(t3.weight) DESC LIMIT 1,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1116,1129,SELECT DISTINCT t1.team_long_name FROM Team AS t1 INNER JOIN Team_Attributes AS t2 ON t1.team_api_id = t2.team_api_id WHERE t2.buildUpPlaySpeedClass = 'Slow',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1117,972,"SELECT T2.driverId, T2.code FROM results AS T1 INNER JOIN drivers AS T2 on T1.driverId = T2.driverId WHERE STRFTIME('%Y', T2.dob) = '1971' AND T1.fastestLapTime IS NOT NULL","

SELECT drivers.driverId, drivers.code
FROM drivers
JOIN lapTimes ON drivers.driverId = lapTimes.driverId
WHERE drivers.dob = '1971-01-01'
AND lapTimes.milliseconds = (
    SELECT MIN(milliseconds)
    FROM lapTimes
    WHERE drivers.dob = '1971-01-01'
)
",0,qwen2_metadata
1118,1130,SELECT DISTINCT t1.team_short_name FROM Team AS t1 INNER JOIN Team_Attributes AS t2 ON t1.team_api_id = t2.team_api_id WHERE t2.chanceCreationPassingClass = 'Safe',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1119,1131,SELECT CAST(SUM(T1.height) AS REAL) / COUNT(T1.id) FROM Player AS T1 INNER JOIN Match AS T2 ON T1.id = T2.id INNER JOIN Country AS T3 ON T2.country_id = T3.ID WHERE T3.NAME = 'Italy',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1120,1132,SELECT player_name FROM Player WHERE height > 180 ORDER BY player_name LIMIT 3,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1121,1133,SELECT COUNT(id) FROM Player WHERE birthday > '1990' AND player_name LIKE 'Aaron%',"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1122,1134,SELECT SUM(CASE WHEN t1.id = 6 THEN t1.jumping ELSE 0 END) - SUM(CASE WHEN t1.id = 23 THEN t1.jumping ELSE 0 END) FROM Player_Attributes AS t1,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
1123,1135,SELECT id FROM Player_Attributes WHERE preferred_foot = 'right' ORDER BY potential DESC LIMIT 3,"REAL,
    IBH              REAL,
    IBD              REAL,
    IBA              REAL,
    PBH              REAL,
    PBD              REAL,
    PBA              REAL,
    WBH              REAL,
    WBD              REAL,
    WBA              REAL,
    VBH              REAL,
    VBD              REAL,
    VBA              REAL,
    SJBH             REAL,
    SJBD             REAL,
    SJBA             REAL,
    B365H_home       REAL,
    B365D_home       REAL,
    B365A_home       REAL,
    B365H_away       REAL,
    B365D_away       REAL,
    B365A_away       REAL,
    BWH_home         REAL,
    BWD_home         REAL,
    BWA_home         REAL,
    LBH_home         REAL,
    LBD_home         REAL,
    LBA_home         REAL,
    PSH_home         REAL,
    PSD_home         REAL,
    PSA_home         REAL,
    WHH_home         REAL,
    WHD_home         REAL,
    WHA_home         REAL,
    SJH_home         REAL,
    SJD_home         REAL,
    SJA_home         REAL,
    VCH_home         REAL,
    VCD_home         REAL,
    VCA_home         REAL,
    GBH_home         REAL,
    GBD_home         REAL,
    GBA_home         REAL,
    BSH_home         REAL,
    BSD_home         REAL,
    BSA_home         REAL,
    IBH_home         REAL,
    IBD_home         REAL,
    IBA_home         REAL,
    PBH_home         REAL,
    PBD_home",0,qwen2_metadata
